4930521E06Rik,A530013C23Rik,Amotl1,Bcl7b,C2cd3,Cd209e,Cd248,Chga,Cldn34b3,Col9a2,Defb8,Eed,Gad2,Gdpd2,Gltscr2,Gm14964,Gm4847,Gm648,Gm8098,Gnaq,Gng11,Hhatl,Hsp90ab1,Hspa4l,Ighv9-4,Inppl1,Ins1,Lipt1,Map3k12,Neurog2,Olfr142,Ophn1,Palmd,Pcsk1n,Pef1,Pyurf,Rasef,Rbp3,Rgs3,Rhou,Rpl38,Rps17,Rps25,Slc12a4,Slc27a1,Slc2a13,Smarcd1,Sox30,Spanxn4,Spopl,Sssca1,Svs6,Tead1,Tmsb15b2,Tmsb15l,Tpst2
0,0,0,0.21585,0.21585,0,0,0,0,0.21585,0,0,0,0,0,0,0,0,0,0,0,0,0.94202,0,0,0.21585,0,0,0,0,0,0.21585,0,0,0,0.21585,0,0,0,0,0.21585,0.21585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.98856,0,0.19176,0,0.19176,0.19176,0,0,0,0,0,0,0.71046,0,0,1.7844,0.37689,0,0,0,0,0,0,0,0,0,0.19176,0,0,0,0,0,0.55057,0.85619,0.71046,0.55057,0,0.19176,0,0.37689,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.19323,0,0,0,0,0,0,0,0.19323,0,0,0,0,0,0,0.55447,0.19323,0,0,0,0,0.19323,0,0,0,0.19323,0,0,0,0,0,0,0,0.37969,0.37969,0.7152,0,0,0,0,0,0,0.19323,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.40984,0,0,0,0,0,0,0,0,0,0.40984,0,0,1.988,0,0,0,0.59616,0,0,0,0,0,0,0.40984,0.40984,0,0,0,0,0,0.20918,0.20918,0.20918,0,0,0,0.20918,0,0,0,0,0,0,0.20918,0,0
0,0,0,0,0,0,0,0.83845,0,0.69488,0,0,0,0,0,0,0,0,0,0,0,0,1.2969,0.18695,0,0,2.9759,0,0,0,0,0,0,0.36774,0.36774,0,0,0.18695,0,0.36774,1.0883,1.1972,0,0,0,0,0,0,0,0,0,0,0,0.69488,0.53782,0
0,0,0,0,0,0,0,0.42023,0,0.42023,0,0,0,0,0,0,0,0,0,0,0,0,1.9551,0,0,0,0,0,0,0,0,0,0,0.2147,0,0,0,0,0,0,0.61044,0.78295,0.61044,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.19991,0,0.19991,0,0,0,1.143,0,0,0,0,0,0,0.19991,0,0,0,0,0,0,0,1.9438,0,0,0,0,0,0,0,0,0,0,1.143,0,0,0,0,0,0,0.39235,0.39235,0.57203,0,0,0,0,0,0,0,0,0,0,0.19991,0.19991,0
0,0,0,0,0,0,0,0.21876,0,0.21876,0,0,0,0,0,0,0,0,0,0.42784,0,0,1.8456,0,0,0,0,0,0,0,0,0.21876,0,0,0,0,0,0,0.42784,0,0.62086,0.42784,0.62086,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.18895,0,0,0,1.3984,0,0.37155,0,0,0,0,0.18895,0,0,0,0,0.54313,0,0,1.7703,0.37155,0,0.54313,0.18895,0,0,0,0,0,0,0,0,0.37155,0,0.18895,0,0.37155,0.18895,1.0969,0.18895,0,0,0,0.18895,0,0,0,0.18895,0,0,0,0,0.18895
0,0,0.16824,0,0,0,0,0.633,0,0.48755,0,0,0,0,0,0,0,0,0,0,0,0,1.2065,0.48755,0,0.16824,3.0919,0,0,0,0,0,0,0,0,0,0,0,0.33194,0.16824,0.33194,0.16824,0.33194,0,0,0,0,0,0,0,0,0,0.33194,0.16824,0.16824,0.33194
0,0,0,0.18591,0,0,0,0.8346,0,0,0,0,0,0,0,0,0,0,0,0.18591,0,0,1.1925,0,0,0,4.1984,0,0,0,0,0,0,0.18591,0,0,0,0.18591,0,0,0.53506,1.2921,0.36576,0,0,0,0,0,0,0,0,0,0,0.53506,0.6915,0
0,0,0,0,0,0,0,1.4057,0,0,0,0,0,0,0.21137,0,0,0,0,0.41397,0,0,1.0648,0,0,0,2.1058,0,0,0,0,0,0,0.21137,0,0,0,0,0,0,0.41397,1.0648,1.1896,0.21137,0,0,0,0,0,0,0,0,0,0.41397,0.41397,0
0,0,0,0,0,0,0,0.8122,0,0.51907,0,0,0,0,0,0,0,0,0,1.0577,0,0,1.3548,0,0,0,4.3448,0.35433,0,0,0,0,0,0,0,0,0,0,0,0.17992,0.8122,0.35433,0,0,0,0,0,0,0,0.17992,0,0,0,0,0.51907,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56718,0,0,0,0,0.19806,0,0,0.87912,0.19806,0,0.19806,0,0,0,0,0,0,0,0.73067,0.19806,0.19806,0,0,0,0,0.56718,0.38885,0.19806,0,0.19806,0,0,0,0,0,0,0,0,0.87912,1.1354,0
0,0,0,0.20891,0,0,0,0.59549,0,0,0,0,0,0,0,0,0,0,0,0.20891,0,0,1.3952,0,0,0.59549,0,0,0.20891,0,0,0,0,0,0,0,0,0,0.20891,0,0,0.59549,0.20891,0,0,0,0,0,0,0,0,0,0,0.9178,1.2924,0
0,0,0,0,0,0,0,0.4175,0,0.6067,0,0,0,0,0,0,0,0,0,0,0,0,0.77844,0.4175,0,0.21325,0.93298,0,0,0,0,0.21325,0,0,0,0,0,0,0.21325,0,0.4175,0.77844,0.4175,0,0,0,0.21325,0,0,0,0,0,0,0.4175,0.77844,0.21325
0,0,0.19209,0.55145,0.19209,0,0,2.1089,0,0.19209,0,0,0,0,0,0,0,0,0,0,0,0,1.3207,0.37752,0,0,3.0222,0,0,0,0,0,0,0.37752,0,0,0,0,0,0,0.19209,0.85739,0.37752,0,0,0,0,0,0,0,0,0,0,0.19209,0,0
0,0.19507,0,0,0,0,0,0.55931,0.19507,0,0,0,0,0,0,0,0,0,0,0.19507,0,0,1.6664,0,0,0.19507,0.55931,0,0,0,0,0,0,0.55931,0,0,0,0,0,0,0.55931,0,1.0017,0,0,0,0,0,0,0,0,0,0.19507,0,0.38317,0
0,0,0,0,0,0,0,1.8479,0,0,0,0,0,0,0.21928,0,0,0,0,0,0,0,1.9758,0.21928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6222,0.6222,0.79706,0,0.21928,0,0.42882,0,0,0,0.21928,0,0,0,0,0
0,0,0,0.17353,0,0.17353,0,1.0292,0,0.34209,0,0,0,0,0.34209,0,0,0,0,0,0,0,1.0292,0,0,0,4.0469,0,0,0,0,0,0,0,0,0,0,0,0,0.17353,0.50186,0.65069,0.34209,0,0,0,0,0,0,0,0,0,0,0.17353,0.34209,0
0,0,0,0,0,0,0,2.8236,0,0.21347,0,0,0,0,0,0,0,0,0,0.41793,0,0,1.822,0,0,0.21347,0,0,0,0,0,0,0,0.41793,0,0,0,0.21347,0,0.41793,0.41793,0.41793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60728
0,0,0,0.21627,0,0,0,0.42318,0,0.42318,0,0,0,0,0,0,0,0,0,0.61447,0,0,0.42318,0.21627,0,0,2.5767,0,0,0,0,0,0,0,0,0,0,0,0.21627,0,0.78779,0.94347,0.42318,0,0,0,0,0,0,0,0,0,0.78779,0,0,0
0,0,0,0,0.21062,0,0,0.92378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0619,0,0,0,0,0,0,0,0,0,0,0.21062,0.21062,0,0,0,0,0,0.21062,0.92378,0.5999,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.62824,0,0,0,0.62824,0,0,0,0,0,0,0,0,0,0,0,0.22164,0,0,0.96195,0.43325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22164,0.22164,0.80429,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.0942,0,0.18831,0,0,0,0,0,0,0,0,0,0.54144,0,0,1.8859,0,0,0.37034,3.2935,0,0,0,0,0,0.18831,0.54144,0.18831,0,0,0.18831,0.18831,0.18831,0.37034,1.0942,0.8435,0,0,0,0,0,0,0,0,0,0,0,0.37034,0
0,0,0,0,0,0,0,1.1072,0,0,0,0,0,0,0,0,0,0,0,0.54951,0,0,0.70917,0,0,0,4.2106,0,0,0,0,0,0,0,0,0.19136,0,0,0,0.19136,0.19136,0.19136,0.37613,0,0,0,0,0,0,0,0,0,0,0,0.19136,0.54951
0,0,0,0,0,0,0,0.2097,0,0,0,0,0,0,0,0,0,0,0,0.2097,0,0,0.41082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2097,0.2097,0,1.1829,0.59752,1.1829,0,0,0,0.2097,0,0,0.41082,0,0,0,0,0,0
0,0,0.45157,0,0,0,0,0,0,1.5843,0,0,0,0,0,0,0,0,0,0,0,0,1.6725,0,0,0,0,0,0,0,0,0.23146,0,0,0,0,0,0,0,0,0,1.2673,0.45157,0,0,0,0.23146,0.23146,0,0,0,0,0,0,0,0
0,0,0,0,0.39977,0,0,1.2711,0,0.58229,0,0,0,0,0,0,0,0,0,0.58229,0,0,1.5533,0,0,0,0.39977,0,0,0,0,0,0,0.89983,0,0,0,0,0,0,0,1.3732,0.749,0,0,0,0,0,0,0,0,0,0,0.20384,1.036,0
0,0,0,0,0,0,0,0.20779,0,0,0,0,0,0,0,0,0,0,0,0.20779,0,0,0.91385,0.20779,0,0,0,0,0,0.20779,0,0.40724,0,1.2877,0,0,0,0,0,0.40724,0.76143,0.20779,0.20779,0,0,0.20779,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.22541,0,0,1.9407,0,0.22541,0,0,0,0,0.22541,0,0,0,0,0.22541,0,0,1.5596,0.63784,0,0.22541,0,0,0,0,0,0,0,0.22541,0,0.22541,0,0,0,0,0.44029,0,0.22541,0,0,0,0,0,0,0,0,0,0,0,0,0.22541
0,0,0.20151,0.39538,0.20151,0,0,0.20151,0,0,0,0,0,0,0,0,0,0,0,0.39538,0,0,1.8935,0,0,0.39538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57622,1.1496,1.027,0,0,0,0,0,0,0.20151,0,0,0.39538,0,0,0
0,0,0,0.21805,0,0,0,0.42651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6162,0,0,0.21805,1.0898,0,0,0,0,0,0,0.21805,0,0,0,0,0,0,0.42651,1.0898,0.61904,0,0,0,0,0,0,0,0,0,0,0.21805,0.61904,0
0,0,0.20853,0,0,0,0,1.3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59448,0.40861,0,0,0,0,0.20853,0,0,0,0,0,0,0,0,0,0.20853,0,0.76372,0.59448,0,0,0,0,0,0,0,0,0,0,0,0.40861,1.1782,0
0,0,0.22351,0,0,0,0,0,0,0.22351,0,0.22351,0,0,0,0,0,0,0,0.43674,0,0,2.3042,0,0,0.43674,0.43674,0,0.43674,0,0,0,0,0.43674,0,0,0,0,0,0,0.96831,0.43674,0.22351,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.83006,0,0.44911,0,0.23014,0,0,0,0,0,0,0,0.44911,0,0,1.378,0,0,0.44911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44911,0.23014,0.44911,0.23014,0,0,0,0,0,0,0.44911,0,0,0.23014,0,0,0
0,0,0,0,0,0.23469,0,0,0,0.6613,0,0,0.23469,0,0.23469,0,0,0,0,0.6613,0,0,1.0059,0.45757,0,0.23469,0,0,0,0,0,0,0.23469,0,0,0,0,0,0,0.45757,0.45757,0.45757,0.8437,0,0,0,0.45757,0,0,0,0,0,0,0.6613,1.1502,0.45757
0,0,0,0,0,0,0,0,0,0.40902,0,0,0.20874,0,0,0,0,0,0,0,0,0,1.179,0,0,0.59504,0,0,0.20874,0,0,0,0,0,0,0,0,0,0,0,0.7644,1.179,1.3944,0,0,0,0.20874,0,0,0,0,0,0,0,0,0.20874
0,0,0,0,0,0,0,0,0,0.22988,0,0,0,0,0.22988,0,0,0,0,0.64917,0,0,1.482,0,0,0,0,0,0,0,0,0,0.22988,0,0,0.22988,0,0,0,0,0,0.22988,1.133,0.22988,0.22988,0,0,0,0,0.22988,0,0,0,0,0,0
0,0,0,0,0,0,0,0.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75437,0.20555,0,0,0,0,0.20555,0,0,0.20555,0,0.75437,0,0,0,0,0,0,1.2783,1.0426,0.58674,0,0,0,0,0,0,0,0,0,0.20555,1.0426,1.1661,0
0,0,0,0,0.63976,0,0,0.4417,0,0.81806,0,0,0,0,0,0,0,0,0,0.4417,0,0,0.97732,0.22617,0,0.97732,0,0,0,0,0,0,0,0,0.63976,0,0,0,0,0,0.97732,0.97732,0.4417,0,0,0,0,0,0,0,0,0,0.63976,0,0,0.63976
0,0,0,0,0,0,0,1.0097,0,0.66419,0,0,0,0,0.23585,0,0,0,0,0,0,0,1.6903,0,0,1.1543,0,0,0,0,0,0,0,0,0,0.23585,0,0,0,0.23585,0,0.45971,0.23585,0,0,0,0.45971,0,0,0,0.23585,0,0,0,0,0
0,0,0,0.22688,0,0,0,1.1222,0,0,0,0,0,0,0.22688,0,0,0,0,0.22688,0,0,0.97973,0,0,0.22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22688,0.82022,0.97973,0,0,0,0,0,0,0,0,0,0,0.22688,0.22688,0
0,0.24453,0,0,0,0,0,0,0,0.47579,0,0,0,0.24453,0.47579,0,0,0,0,0,0,0,1.539,0,0,0,0,0,0.68587,0,0,0,0,0,0,0,0,0,0,0,0.47579,0.24453,0.24453,0,0,0,0,0,0,0.24453,0,0,0,0,0.24453,0
0,0,0,0.22321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43618,0,0,0.43618,0,0,0.43618,1.6382,0,0,0,0,0.22321,0,0.43618,0,0,0,0,0,0,0.63225,0.22321,0.22321,0,0,0,0.43618,0,0,0,0,0,0,0.80908,1.2359,0
0,0,0.87558,0,0.68823,0,0,0,0,0.68823,0,0,0,0,0.24548,0,0,0,0,0,0,0,1.7286,0,0,0,0,0,0.24548,0,0,0,0,0,0,0.24548,0,0,0,0,0.24548,1.1879,0.47755,0,0,0.24548,0.24548,0,0,0,0,0,0,0,0,0.24548
0,0,0,0,0,0,0,0.22993,0,0.22993,0,0,0,0,0,0,0,0,0,0,0,0,0.82943,0.22993,0,0,0,0,0,0,0,0,0,0,0.22993,0,0,0,0,0,0.6493,0.6493,0.6493,0,0,0,0,0,0,0,0,0,0,0.44872,0.99,0
0,0,0,0,0,0,0,0.91856,0,0.20913,0,0,0,0,0,0,0,0,0,0.40976,0,0,0.91856,0,0,0,0,0,0,0,0,0,0,0.20913,0,0,0,0,0.59605,0.20913,0.40976,0.40976,0.76562,0,0,0,0,0,0,0.20913,0,0,0.20913,0.76562,1.3961,0.59605
0,0,0,0.2341,0,0.2341,0,2.1542,0,0.84191,0,0,0,0,0,0,0,0,0,0.45646,0,0,1.1481,0.2341,0,0.45646,0,0,0,0,0,0,0,0.2341,0,0.2341,0,0.2341,0,0,0.2341,0.65979,0.65979,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43453,0,0,0,0,0,0,0,1.7156,0,0,0,0,0,0,0,0,0.22233,0.22233,0,0,0,0,0,0,0,1.2325,1.8613,0.80638,0,0,0,0,0,0,0,0,0,0.43453,0,0,0
0,0,0,0,0,0,0,0.46468,0,0,0,0,0,0,0.23852,0,0,0,0,0.46468,0,0,1.996,0,0,0,0,0.23852,0,0,0,0.23852,0,0.46468,0.23852,0,0,0,0,0,0.46468,0.6709,0.46468,0,0,0,0,0,0,0,0,0,0,0.23852,0.23852,0
0,0,0,0,0,0,0,0.82115,0,0,0,0,0,0,0,0,0,0,0,0.4436,0,0,1.9483,0,0,0,0,0,0,0,0,0,0,0.64235,0,0,0,0,0.22719,0,0.4436,0.64235,0.4436,0,0,0,0.22719,0,0,0,0,0,0,0,0.22719,0.22719
0,0.20224,0,0.39676,0,0,0,0.74395,0,0.39676,0,0.20224,0,0,0,0,0,0,0,0,0,0,0.57813,0,0,0,2.3301,0.20224,0,0,0,0,0,0.39676,0,0.20224,0,0,0,0,0.20224,1.0298,0.89413,0,0,0,0,0,0,0,0,0,0,0,0.39676,0
0,0,0.23746,0,0,0,0,1.16,0,0.4627,0,0,0,0,0,0,0,0,0,0.4627,0,0,1.015,0,0,0,4.1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23746,0.23746,0,0,0,0,0,0,0,0,0,0,0.23746,0,0,0.4627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7038,0,0,0,0.2392,0,0,0,0,0,0,0,0,0,0,0,0.2392,0.2392,1.0207,1.7038,1.1661,0,0,0,0,0,0,0,0,0,0.2392,0,0,0
0,0,0.42049,0,0,0,0,0,0,0.21484,0,0,0,0,0.21484,0,0,0,0,0,0,0,1.7581,0,0,0.21484,0,0,0,0,0,0,0,0,0,0,0,0,0.21484,0,0.93851,1.3169,0.6108,0,0,0,0,0,0,0,0,0,0,0,0,0.21484
