4930521E06Rik,A530013C23Rik,Amotl1,Bcl7b,C2cd3,Cd209e,Cd248,Chga,Cldn34b3,Col9a2,Defb8,Eed,Gad2,Gdpd2,Gltscr2,Gm14964,Gm4847,Gm648,Gm8098,Gnaq,Gng11,Hhatl,Hsp90ab1,Hspa4l,Ighv9-4,Inppl1,Ins1,Lipt1,Map3k12,Neurog2,Olfr142,Ophn1,Palmd,Pcsk1n,Pef1,Pyurf,Rasef,Rbp3,Rgs3,Rhou,Rpl38,Rps17,Rps25,Slc12a4,Slc27a1,Slc2a13,Smarcd1,Sox30,Spanxn4,Spopl,Sssca1,Svs6,Tead1,Tmsb15b2,Tmsb15l,Tpst2
0,0,0.22111,0,0,0,0,0.62688,0,0.43225,0,0,0,0,0,0,0,0,0,0.43225,0,0,0.22111,0,0,0,3.736,0,0,0,0,0,0,0.80266,0.22111,0,0,0,0,0.62688,0.80266,0.80266,0,0,0,0,0,0,0,0,0,0,0,0,0.22111,0
0,0,0.23774,0,0.23774,0,0,0,0,0,0,0,0,0,0.23774,0,0,0,0,0,0,0,1.5129,0.46322,0,0,0,0,0,0,0,0,0,0,0,0,0.23774,0,0,0,0,0.23774,0.66893,0,0,0,0,0,0,0.23774,0,0,0.23774,0,0,0
0,0,0,0,0,0,0,0.43425,0,0.22218,0,0,0,0,0,0,0.22218,0,0,0,0,0,0.96378,0.43425,0,0,0,0,0,0,0,0,0,1.5461,0,0,0,0,0,0,0.22218,0.22218,0.43425,0,0,0,0,0,0,0,0,0,0,0,0.43425,0.22218
0,0,0,0,0,0,0,0.64183,0,0,0,0,0,0,0,0,0,0,0,0.82053,0,0,0.98008,0.22698,0,0,0,0,0,0,0,0,0,0.22698,0,0,0,0.22698,0.22698,0,0,0.98008,1.3656,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.22416,0,0.22416,0,0,0,0,0,0,0,0,0,0,0,0,0.63465,0,0,0,4.6658,0,0.22416,0,0,0,0,0,0,0,0,0,0.22416,0.22416,0.63465,1.1123,0.22416,0,0,0,0,0,0,0.22416,0,0,0,0,0,0.22416
0,0,0,0,0,0,0,1.5382,0,0.62478,0,0.62478,0,0,0,0,0,0,0,0.22029,0,0,1.2246,0,0,0,3.8333,0,0,0,0,0,0,1.0981,0,0,0,0,0,0,0.22029,0.62478,0.22029,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.23706,0,0,0,0.66725,0,0.46197,0,0,0,0,0,0,0,0,0,0,0,0,1.6067,0.23706,0,0,0.23706,0,0,0,0,0,0,0.46197,0,0,0,0,0.46197,0.46197,0.23706,0.66725,0,0,0,0,0,0.23706,0,0,0,0,0,0.23706,0.23706,0
0,0,0,0,0,0,0,1.2133,0,0,0,0,0,0,0,0,0,0,0,0.61735,0,0,1.0873,0.42528,0,0,3.6754,0,0,0,0,0,0,0.42528,0,0,0,0,0,0,0.21739,0.42528,0,0,0,0,0,0,0,0,0,0,0,0.42528,0.61735,0
0,0,0.38614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56342,0,0,1.0079,0.19663,0,0.7261,0.19663,0.19663,0,0,0,0,0,0,0,0,0,0,0.19663,0.87394,0.87394,1.5201,1.0079,0,0,0,0,0,0,0,0,0,0.19663,0,0,0.56342
0,0,0.4138,0,0,0,0,1.0644,0,0,0,0,0,0,0.4138,0,0,0,0,0,0,0,1.4997,0.21128,0,0,3.5289,0,0,0,0,0,0,0.77232,0.4138,0,0,0,0,0,0.60162,0.60162,0.4138,0,0,0,0,0,0,0,0,0,0,0,0.60162,0
0,0,0,0,0,0,0,0.64352,0,0.44446,0,0,0.22765,0,0.22765,0,0,0,0,0.44446,0,0,1.6568,0.22765,0,0,0,0,0.22765,0,0,0,0,0,0,0,0,0.22765,0,0,0.64352,0.44446,1.125,0.22765,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.22208,0,0.22208,0,0,1.1047,0,0.22208,0,0,0,0,0,0,0,0,0,0,0,0,1.1047,0,0,0.62936,0,0,0,0,0,0,0,0,0,0,0,0.22208,0,0.22208,0.22208,1.4504,1.3462,0,0,0,0,0,0,0,0,0,0,0,0,0.62936
0,0,0,0,0,0,0,1.8076,0,0,0,0,0,0,0,0,0,0,0,0.63989,0,0,1.8076,0,0,0.81822,0,0,0,0,0,0,0,0.22622,0,0,0,0,0,0,0.63989,1.4673,0.63989,0.22622,0,0,0,0,0,0,0,0,0,0,0,0.4418
0,0,0,0,0,0.23157,0,0,0,0.23157,0,0,0,0,0.23157,0,0,0,0,0,0,0,1.1391,0.65343,0,0.23157,0,0,0,0,0,0.23157,0,0,0,0,0,0.23157,0,0.23157,0.23157,0.23157,0.83435,0,0,0,0,0,0,0,0,0,0,0.45177,0.23157,0
0,0,0,0,0,0,0,2.0553,0,0,0,0,0,0,0,0,0,0,0,0.23779,0,0,1.1611,0.23779,0,0,0,0,0,0,0,0,0,0.46332,0.23779,0,0,0,0.23779,0,0.23779,0,0.46332,0,0.23779,0,0,0.23779,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.2404,0,0,0,0,0,0,0,0,0.2404,0,0,0,0,0,1.5232,0.2404,0,0.2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86063,0.2404,0,0,0,0,0,0,0,0,0,0,0,0.86063,1.1703,0
0,0,0.26582,0.26582,0,0,0,0.26582,0,0.934,0,0,0,0,0,0,0,0,0,0,0,0,1.1055,0,0,0.26582,0,0,0,0,0,0,0,0,0,0.26582,0,0,0.26582,0.26582,1.2563,0.934,0.26582,0,0,0,0.26582,0,0,0,0,0,0,0,0.26582,0
0,0,0,0.69105,0,0,0,0.87891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47965,0.24662,0,0,0,0,0,0,0,0.47965,0,0.24662,0,0,0,0,0,0,0.87891,0.87891,1.0449,0,0,0,0.24662,0,0,0,0,0,0.69105,0.24662,0.24662,0.47965
0,0,0,0,0.48368,0,0,1.7415,0,0.24881,0,0,0,0,0,0,0,0,0,0,0,0,0.88528,0,0,0.24881,0,0,0,0,0,0,0,0,0,0.24881,0,0,0,0,0.24881,0.69646,1.1994,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.1539,0,0,0,0,0,0,0,0,0,0,0,0.23574,0,0,1.9182,0.23574,0,0,0,0,0,0,0,0,0,0.23574,0,0,0,0,0,0,0.23574,0.66392,0.84681,0,0,0,0,0,0,0,0,0,0,0,0.23574,0.45951
0,0,0,0,0.22592,0,0,0.22592,0,0,0,0,0,0,0.22592,0,0,0,0,0.63912,0,0,0.81729,0,0,0.44123,2.587,0,0.22592,0,0,0,0,0.44123,0,0,0,0,0,0.44123,0.44123,0.44123,0.97647,0,0,0.22592,0,0,0,0,0,0,0.44123,0.81729,0.81729,0
0,0,0,0,0,0,0,0.85126,0,0,0,0,0,0,0,0.23723,0,0,0,0,0,0,1.6959,0.23723,0,0,0,0,0,0,0,0,0,0.23723,0,0,0,0,0,0,0.23723,0,0.23723,0,0,0,0,0,0,0,0,0,0,0.23723,0.66767,0.23723
0,0,0,0,0,0,0,1.2955,0,0,0,0,0,0,0,0,0,0,0,0.46572,0,0,1.7033,0,0,0.23909,0,0,0,0,0,0,0,0,0,0,0,0,0.23909,0.23909,0.23909,0.85676,0.23909,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.23056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1391,0.23056,0,0,0,0.23056,0.23056,0,0,0.23056,0,0.44989,0,0,0,0,0.23056,0,0.44989,0.44989,0.65089,0,0,0,0.23056,0,0.23056,0,0,0,0,0.44989,0.83133,0.44989
0,0,0,0,0.22622,0,0,1.1198,0,0.22622,0,0,0,0,0.22622,0,0,0,0,0.4418,0,0,1.6508,0.22622,0,0,0,0.22622,0.22622,0,0,0,0,0,0,0,0,0,0,0,1.5629,1.1198,0.63989,0,0,0,0,0,0,0,0,0,0,0,0,0.22622
0,0,0,0,0,0,0,1.0548,0,0,0,0,0,0,0.20874,0,0,0,0,0,0,0,0.7644,0.20874,0,0.20874,4.6672,0,0,0.40902,0,0,0,0.59504,0,0,0,0,0,0,0.91719,0,0.20874,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.23746,0,0,1.2895,0,0,0,0,0.23746,0,0,0,0,0.23746,0,0.4627,0,0,1.4061,0.4627,0,0,0.23746,0,0,0,0,0,0,0.4627,0,0,0,0,0,0,0.66823,1.4061,0.66823,0,0,0,0,0,0,0,0,0,0.23746,0.66823,0.4627,0.23746
0,0,0,0.23307,0,0,0,1.1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23307,0,0,0.23307,4.2958,0,0,0,0,0.45455,0,0.23307,0,0,0,0,0,0,0.45455,0.23307,0.23307,0,0,0,0,0,0,0,0,0,0,0,0.23307,0
0,0,0.24844,0,0,0,0,0.48301,0,0,0,0,0.24844,0,0,0,0,0,0,0,0,0,1.8222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24844,0,0.69556,1.1981,0.88421,0,0,0,0,0,0,0.24844,0,0,0.24844,0,0,0.48301
0,0,0.26568,0,0,0.26568,0,0,0,0,0,0,0,0.26568,0,0,0,0,0,1.2558,0,0,1.509,0,0,0,0,0,0.26568,0,0,0.51462,0,0.7377,0,0,0,0,0.26568,0,0.26568,0.7377,0.7377,0,0,0,0,0,0,0,0,0,0,0.26568,0.93361,0
0,0,0,0,0,0,0.26055,1.0891,0,0,0,0.26055,0,0,0,0,0,0,0,0.72524,0,0,0.72524,0,0,0.26055,0,0,0.26055,0,0,0,0,0.26055,0,0,0,0,0,0.26055,0,0.26055,0.26055,0.50524,0,0,0,0,0,0,0.26055,0,0,0,0,0
0,0,0,0,0.25802,0,0,0.25802,0,0,0,0.25802,0,0,0,0,0,0,0,0,0,0,2.1361,0.25802,0,0.50061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50061,0.71908,0.91185,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.7241,0,0,0.50438,0,0.7241,0,0,0,0,0,0,0,0,0,0.26008,0,0,1.6945,0,0,0,0.26008,0,0,0,0,0,0,0.50438,0,0,0,0.26008,0,0,0.91772,0.91772,0.91772,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.23557,0.23557,0,0.23557,0,1.0088,0,0,0,0,0,0,0,0,0,0,0,0.4592,0,0,1.1533,0,0,0.23557,3.9575,0,0,0,0,0.23557,0,0.84631,0.23557,0,0,0,0.23557,0.23557,0.4592,0.23557,0.23557,0,0,0,0,0,0,0,0,0,0,0.23557,0.23557,0
0,0,0.25541,0,0.25541,0,0,0.71271,0,0,0,0,0,0,0,0,0,0,0,0.49583,0.25541,0,2.1851,0,0,0.25541,0,0.25541,0,0,0,0.25541,0,0.25541,0.25541,0,0,0,0.49583,0.25541,0.25541,0.90437,0.25541,0,0,0,0.25541,0.25541,0,0,0,0,0,0,0,0
0,0,0,0.2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2738,0,0,1.2821,0,0,0.2738,0,0,0,0,0,0.2738,0,0,0,0,0,0,0,0,1.2821,1.6454,0.75724,0,0,0,0,0,0,0,0,0,0,0,0,0.2738
0,0.24207,0,0.24207,0,0,0,1.7152,0,0.24207,0,0,0,0,0,0,0,0,0,0.47124,0,0,2.8431,0,0,0,0,0,0,0,0,0.24207,0,0.24207,0,0,0,0,0,0,0.24207,0.86556,0,0,0,0,0,0,0,0.24207,0,0,0,0,0,0.47124
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2465,0,0,1.0445,0,0,0,0.2465,0.2465,0.2465,0,0,0,0,0,0,0,0.2465,0,0,0,0,0.69076,0.69076,0,0,0,0.2465,0,0,0,0,0,0,0.2465,0.2465,0.2465
0,0,0,0,0,0,0,0.47092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,0,0,0,0,0.24189,0,0,0,0,0.24189,0,0,0,0,0,0,0.67931,0.47092,0.86504,0,0,0,0,0,0,0.24189,0,0,0,0,0,0.47092
0,0,0,0,0,0,0,0,0,0.50475,0,0,0.26028,0,0,0,0,0,0,0.26028,0,0,1.9441,0.26028,0,0,0,0,0,0,0,0,0,0.72459,0,0,0,0,0.26028,0,0,0.9183,0.50475,0,0,0.26028,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.27211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75319,0,0,0.27211,0,0,0,0,0,0,0,0.27211,0,0.52633,0,0,0,0,0.27211,0.95164,1.1248,0,0,0,0,0,0,0,0,0,0,0,0,0.95164
0,0,0,0,0,0,0,1.4418,0,0,0,0,0.24698,0,0.24698,0,0,0,0,0.24698,0,0,1.5483,0,0,0,0,0,0,0,0,0,0,0,0.48032,0,0,0,0,0,0.24698,0.87996,0.24698,0,0,0,0.48032,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.96802,0,0,0,0,0,0,0,0,0,0,0,0.27802,0,0,1.2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27802,0,0,0,0.7673,0.53703,0,0,0,0,0,0,0,0,0,0.27802,0,0,0
0,0,0.28675,0,0,0.28675,0,0.99193,0,0,0,0,0.28675,0,0,0,0,0,0,0,0,0,0.55281,0,0,0,0,0,0,0,0,0,0.28675,0.78798,0,0,0.28675,0,0,0,0.28675,0.55281,0.55281,0,0,0,0.28675,0,0,0,0,0,0,0,0,0.28675
0,0,0,0,0,0,0,0,0,0.45566,0,0,0,0,0.23366,0,0,0,0,0.84062,0,0,1.6815,0.6587,0,0,0,0,0.45566,0,0,0,0,0,0,0,0,0,0,0,0.45566,0.23366,1.1465,0,0.23366,0,0,0,0,0,0,0,0,1.2755,2.0381,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4592,0,0,0,0,0,0,0,0,0,0,0,1.0612,0,0,0,0.48905,0,0.48905,1.341,0.25172,0,0.25172,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.88778,0,0,0,0,0,0,0,0,0,0,0,0.24967,0,0,1.3338,0,0,0,1.3338,0,0,0,0,0,0,0.24967,0,0.48527,0,0,0,0,0.69859,0.69859,1.0547,0,0,0,0,0,0,0,0,0,0,0,0.24967,0
0,0,0,0.24477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24477,0,0,2.0214,0,0,0.47623,0,0,0,0,0,0.24477,0,0.68646,0,0,0,0,0,0.47623,0,0.47623,0,0,0,0.24477,0,0,0,0,0,0,0,0.24477,0.87349,0.24477
0,0,0,0,0,0,0,0.26258,0,0,0,0,0,0,0,0,0,0,0,0.26258,0,0,0.73018,0,0,0,0,0,0,0,0,0,0,0.92483,0,0,0,0,0,0.26258,0,0.92483,0.73018,0,0,0,0,0,0,0,0,0,0.26258,0,1.3788,0
0,0,0.29045,0,0,0,0.29045,0.79667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29045,0,0.79667,0,0,0,0.29045,0,0,0.55946,0,0,0,0,0,1.0019
0,0,0,0.27863,0.53814,0,0,0.96971,0,0,0,0,0,0,0.27863,0,0,0,0,0,0,0,1.1445,0,0,0.53814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96971,0.53814,0.53814,0,0,0,0,0,0,0,0,0,0,0,0,0.53814
0,0,0,0.30988,0,0,0,1.3929,0,0,0,0.59414,0,0,0,0,0,0,0,0.30988,0,0,0.84164,0,0,0,0,0,0.30988,0,0,0,0,0,0,0,0,0,0.30988,0.30988,0,0,0.59414,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.23404,0,0.65966,0,0,0,0,0,0,0,0,0,0,0,0.45636,0.23404,0,1.0037,0,0,0,2.3502,0,0,0,0,0,0,1.0037,0,0,0,0,0.45636,0,0.23404,0,0.45636,0,0,0,0,0,0,0,0,0,0.45636,0,0,0
0,0,0,0,0,0,0,0.54107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7664,0.28025,0,0,0.28025,0,0,0,0,0.28025,0,0,0,0,0,0,0,0,0.28025,0.28025,1.1493,0,0,0,0,0,0,0,0,0,0,0,0.54107,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52342,0,0,0,0,0,0,0,1.8222,0,0,0,0,0,0,0,0,0,0.27051,0,0.27051,0,0,0,0.27051,0,0.52342,1.2715,1.4058,0,0,0,0.27051,0,0,0,0,0,0,0,0,0
0,0,0,0,0.29137,0.29137,0,0.56111,0,0.79882,0,0,0,0,0,0,0,0,0,0.29137,0,0,1.9783,0,0,0,0.29137,0,0.29137,0,0,0,0,0,0.29137,0,0,0,0,0.29137,0,1.0044,0.29137,0,0,0,0,0,0,0,0,0,0,0,0,0.29137
0,0,0.28283,0.54573,0,0,0,0.54573,0,0,0,0,0,0,0,0,0,0,0,0.28283,0,0,0.54573,0,0,0,3.4875,0,0,0,0,0,0,0.54573,0.54573,0,0,0,0,0,0,0.28283,0.98124,0,0,0,0,0,0,0,0,0,0,0.28283,0.28283,0
0,0,0,0,0,0,0,0.96257,0,0.7626,0,0,0,0,0,0,0,0,0,0,0,0,0.96257,0,0,0.7626,3.6819,0,0,0,0,0.27604,0,0.27604,0,0,0,0,0,0,0.7626,0,0.53346,0,0,0,0,0,0,0,0,0,0,0.27604,0.27604,0
0,0,0,0,0,0,0,0,0,0.74796,0,0,0,0,0,0,0,0,0,0.52237,0,0,1.5238,0,0,0,3.0614,0,0,0,0,0,0,0,0.52237,0,0,0,0,0,0.26993,1.2697,1.1181,0,0,0,0.26993,0,0,0,0,0,0,0,0,0
0,0,0.2459,0,0,0,0,1.3203,0,0.2459,0,0,0.2459,0,0,0,0,0,0,0.47832,0,0,2.0884,0,0,0,3.9736,0,0.2459,0,0,0,0,0,0,0,0,0,0,0.2459,0.68927,0,0.47832,0,0,0,0,0,0,0,0.2459,0,0,0,0.2459,0.47832
0,0,0,0,0,0,0,0.94798,0,0.94798,0,0.2708,0,0.2708,0,0,0,0,0,0.2708,0,0,0.94798,0,0,0.52394,0,0,0,0,0,0,0,0.52394,0,0,0,0.2708,0,0,0.52394,1.1208,0.52394,0,0,0,0.2708,0,0,0,0,0,0.2708,0,0,0
0,0,0,0,0,0,0,2.1045,0,0.28474,0,0,0,0,0,0,0,0,0,0.28474,0,0,1.6828,0,0,0,0,0,0.28474,0,0,0.54918,0,0,0,0,0,0,0,0.78323,0,0.28474,0.28474,0,0,0,0,0,0,0.28474,0,0,0,0,0,0
0,0,0,0,0,0,0,1.7062,0,0,0,0,0,0,0,0,0,0,0,0.26326,0,0,0,0,0,0,2.6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53183,0,0,0.76045,0,0,0.53183,0,0,0,0,0,0,0,0.53183,0,0,0,0,0,0.27514,0.27514,0.76045,0.27514,0,0,0,0.27514,0,0,0,0,0,0,0,1.2864,0
0,0,0,0,0.27763,0,0,1.2944,0,1.1415,0,0,0,0,0.27763,0,0,0,0,0.53634,0,0,0.96697,0,0,0,0,0,0,0,0,0,0,0,0.27763,0,0,0,0,0,0.76639,0.27763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56352,0,0,1.4782,1.008,0,0,0,0,0.29271,0,0,0,0,0.29271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56352,0.29271,0.56352,0
0,0,0,0,0,0,0,1.1408,0,0,0,0,0,0,0,0,0,0,0,0.96634,0,0,1.5493,0,0,1.1408,0.27741,0,0.27741,0,0,0.27741,0,0,0,0,0,0,0,0,0.27741,1.1408,0.27741,0,0,0,0,0,0,0,0.53593,0,0,0,0,0
0,0,0,0,0,0,0,2.1056,0,0.73973,0,0,0,0,0.26652,0,0,0,0,0.26652,0,0,1.1076,0,0,0.26652,0,0,0.51615,0,0,0,0,0,0.51615,0,0,0,0.26652,0,0,0.93598,0.51615,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.25769,0,0,0,0,0,0,0,0,0.50001,0,0,0,0,0,0,0,0.50001,0,0,1.362,0,0,0.71828,0,0,0,0,0,0,0,0,0.25769,0,0,0,0.25769,0.25769,0.25769,1.2294,0.50001,0,0,0,0,0,0,0,0,0,0.25769,0,0,0
0,0,0.58117,0,0,0,0,0.30258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.841,0.58117,0,0.58117,0,0,0,0,0,0,0,0.30258,0,0.58117,0,0.30258,0,0.30258,0.30258,0.30258,0.58117,0,0,0,0,0,0,0,0,0,0.30258,0,0,0
0,0,0,0,0,0,0,0.47156,0,0,0,0.24224,0,0,0.24224,0,0,0,0,0,0,0,1.5303,0.24224,0,0,0,0,0,0,0,0,0,0.86607,0,0,0,0,0,0,0.24224,1.0307,0.68018,0,0,0,0,0,0,0,0,0,0,0.24224,1.3071,0
0,0,0,0,0,0,0,1.7809,0,0,0,0,0,0,0.25921,0,0,0,0,0,0,0.25921,1.0849,0.25921,0,0.50279,0,0,0,0,0,0,0,0.25921,0.25921,0,0,0,0,0,0.50279,0.91525,0.50279,0,0,0,0,0,0,0,0,0,0,0,0,0.25921
0,0,0,0.27725,0,0,0,0.53565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1404,0,0,0,2.3231,0,0,0,0,0,0,0.96592,0,0,0,0,0,0.27725,0.27725,1.1404,0.27725,0,0,0,0,0,0,0.27725,0,0,0,0,0.27725,0.27725
0,0,0,0.55412,0.28748,0,0,0.28748,0,0,0,0,0,0,0.28748,0,0,0,0,0,0,0,1.3253,0,0,0,0,0,0,0,0,0,0,0.28748,0,0,0,0,0,0,0,0.28748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28748
0,0,0,0,0.52447,0,0,0,0,0,0,0,0,0,0.52447,0,0,0,0,0,0,0,1.9073,0,0,0.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52447,0.27109,0.52447,0,0,0,0.27109,0,0,0,0,0,0.27109,0,0,0
0,0,0,0,0.25723,0,0,1.2278,0,0,0,0,0,0,0.25723,0,0,0,0,0.25723,0,0,1.856,0,0,0,0,0,0.25723,0,0,0,0,1.2278,0,0,0,0,0,0,0.90959,0.71716,1.0787,0,0.90959,0,0,0,0,0,0.25723,0,0,0.25723,0.25723,0
0,0,0,0,0,0,0,0.24753,0,0,0,0,0,0,0,0,0,0,0,0.48132,0,0,1.3261,0,0,0,0.24753,0,0,0,0,0,0,0,0,0,0,0,0.24753,0,0.6933,1.195,0,0,0,0,0,0,0,0,0,0,0,0.48132,0.48132,0
0,0,0.27182,0,0,0,0,0.27182,0,0,0,0.27182,0,0,0,0,0,0,0,0.27182,0,0,1.9099,0,0,0.27182,0,0,0,0,0,0.27182,0,0.27182,0.52579,0,0,0,0,0,0.52579,1.5303,0.95083,0,0.27182,0,0,0,0,0,0,0,0.52579,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28048,0,0,0,0,0,0,0,0.9748,0,0,0,0.28048,0,0.28048,0,0,0,0,0,0,0,0,0,0,0.28048,0.54149,1.15,1.3034,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.27051,0,0,0.27051,0,0.52342,0,0,0,0,0.27051,0,0,0,0,0.27051,0,0,1.2715,0,0,0,0,0,0.27051,0,0,0.27051,0,0.27051,0,0,0,0,0,0,0.74934,0.52342,1.4058,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.3172,0,0,0,0,0.2849,0,0,0,0.2849,0,0,0,0,0,1.5743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54947,0.2849,0.98689,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.663,0,0.22915,0,0,0,0,0,0,0,0,0,0.44726,0,0,1.1304,0,0,0,2.6349,0,0.22915,0,0,0.22915,0,0.22915,0.22915,0,0,0,0,0,0.22915,0.98737,0.44726,0,0.22915,0,0,0,0,0,0,0,0.22915,0,0,0.44726
0,0,0.28087,0.28087,0,0,0,0.97587,0,0.28087,0,0,0,0,0,0,0,0,0.28087,0,0,0,2.3362,0.28087,0,0,0,0,0.28087,0,0,0.28087,0,0,0.28087,0,0,0,0,0,1.3046,0.54219,0.54219,0,0,0,0,0.28087,0,0,0,0,0.28087,0,0,0
0,0,0,0,0,0,0,1.4434,0,0,0,0,0,0,0,0,0,0,0,0.28188,0,0.28188,1.3078,0,0,0.28188,1.772,0,0,0,0,0.77648,0,0,0,0,0,0,0,0.28188,0.28188,0.28188,1.1542,0,0,0,0,0,0,0,0,0,0.28188,0,0,0
0,0,0,0,0,0,0,0.51411,0,0,0,0,0,0,0,0,0,0,0,0.93282,0,0,0.51411,0,0,0,0,0,0,0.2654,0,0,0,0.73702,0,0.2654,0,0,0,0,0.2654,0.51411,0,0.2654,0,0,0,0,0,0,0.2654,0,0,0,0.73702,0
0,0,0,0,0,0,0,1.6673,0,0.77242,0,0,0,0,0,0,0,0,0,0.28017,0,0,0.28017,0.28017,0,0,1.9396,0,0,0,0,0,0,0,0.28017,0,0,0,0,0,0,0.28017,0.97395,0,0,0,0,0,0,0,0,0,0,0,0.28017,0
0,0,0,0,0,0,0,0.48032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48032,0,0,0,2.7105,0,0,0,0,0,0.24698,0.48032,0,0,0,0,0,0,0,1.046,0.69195,0,0,0,0,0,0,0,0,0,0,0.24698,0.24698,0
0,0,0,0.5298,0,0,0,1.4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95698,0,0,0,5.0913,0,0,0,0,0.27403,0,0,0,0,0,0,0.27403,0,0.5298,0.27403,0.27403,0,0,0,0,0,0,0,0,0,0,0,0.27403,0
0,0,0,0,0,0,0.25349,1.0669,0,0,0,0,0,0,0,0,0,0,0,0.70799,0,0,1.2153,0.4923,0,0,0.25349,0,0,0,0,0.25349,0,0,0,0,0,0,0,0,0,0.25349,0,0,0,0.25349,0,0,0,0,0,0,0.70799,0,0,0.25349
0,0,0,0,0,0,0,0.50895,0,0.26258,0,0,0.26258,0,0,0,0,0,0,1.0954,0,0,1.6058,0,0,0,0,0,0.26258,0,0,0.26258,0,0.73018,0.73018,0,0,0,0,0,0,0.26258,0.92483,0,0,0,0,0,0,0,0,0,0.26258,0.50895,0.92483,0
0,0,0,0,0,0,0,0.75477,0,0.27277,0,0,0,0,0,0,0,0,0,0.52752,0,0,1.5335,0.27277,0,0,0,0,0,0,0,0,0,1.2788,0,0,0,0,0,0,0,0.27277,0,0,0,0,0,0,0,0,0,0,0,0.27277,0.52752,0
0,0,0.60059,0,0,0,0,1.9672,0,0,0,0,0,0,0.60059,0,0,0,0,0,0,0,1.0629,0.31351,0,0.60059,0.31351,0,0,0,0,0,0,0,0.31351,0,0.31351,0,0,0,0,1.0629,0,0,0,0,0,0,0,0,0.31351,0,0,0,0,0
0,0,0,0.27299,0,0,0,0.52793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.991,0,0,0.9541,0,0,0,0,0,0.27299,0,0,0.27299,0,0,0,0,0,0.27299,0.7553,0.52793,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.5638,0,0,0,0,0,0,0.32074,0,0,0,0,0.32074,0,0,0.8663,0,0,0.32074,0,0,0.32074,0,0,0,0,0,0,0,0,0,0.61334,0,0,1.2655,0.32074,0,0,0,0,0,0,0,0,0,0,0,0,0
